,X_centroid,Y_centroid,Hoechst,AF1,CD31,Ki-67,AF2,CD163,CD20,CD4,CD8a,CD68,PD-L1,FOXP3,E-Cadherin,PD-1,CD45,Pan-CK,SMA,Cell type
88027,1633.9,4978.9,9494.9121,1589.5,388.7794,402.0294,560.5294,286.1765,3466.4707,868.2794,309.25,270.3088,322.4412,305.2941,239.25,320.5588,2277.3823,227.2206,242.5,CD20+ CD4+
88028,1806.6,4980.3,14945.123,1357.9259,344.4259,376.0,477.1543,262.5617,1458.4414,531.5833,283.8087,256.7469,302.2037,288.0833,236.0432,406.3518,1266.2902,233.4167,278.1512,CD20+
88029,1847.1,4978.6,10904.8711,1523.3978,354.7204,438.3763,525.0968,271.4516,2630.6775,345.8279,299.7957,253.5269,299.4086,258.9247,252.2581,305.5269,1268.0968,233.2688,276.8602,CD20+
88030,1606.4,4979.7,10249.0254,1402.3683,359.4693,415.3321,612.0469,280.3899,521.2057,396.0,281.5271,300.7401,304.9422,252.4115,264.8087,288.1372,495.8664,244.4946,280.3105,Others
88031,1909.1,4980.5,14858.4014,1236.2295,367.668,365.6803,421.291,271.2869,1281.1926,341.7623,283.2746,253.9385,311.6024,254.2459,241.6516,282.5861,1292.7869,242.6967,277.3893,CD20+
88032,1704.4,4980.5,12601.3535,1553.0769,354.8359,622.6513,546.8718,288.4359,4420.5127,345.1077,312.0615,311.3231,294.8923,254.1026,238.6718,301.559,1559.0513,232.4564,273.9026,CD20+
88033,1767.8,4982.6,13548.376,1481.0758,358.0421,379.4803,521.6348,275.4579,2668.1179,335.8736,293.3427,258.6096,301.7219,254.8708,242.559,294.8539,1308.5084,236.5562,280.705,CD20+
88034,1871.7,4981.0,14436.1904,1407.2797,388.0079,411.2401,465.6042,271.2639,2305.3484,499.5884,296.4037,260.3034,297.3536,251.2401,248.2375,306.5409,1555.8733,224.0844,289.6069,CD20+
88035,1655.3,4981.5,7871.2803,1584.6431,340.6006,427.0142,577.7309,281.8045,1403.7083,360.7989,305.0567,281.4532,323.17,251.0113,243.5722,303.4278,895.6855,236.6997,275.7337,CD20+
88036,1684.5,4981.3,15204.2275,1528.3191,375.845,396.5045,538.2827,279.3313,1968.6353,335.9939,301.617,295.2067,289.5805,268.383,237.7204,297.9392,1381.7568,232.9362,272.9179,CD20+
88037,1728.8,4981.8,12650.7646,1568.6345,351.4108,419.3116,532.4816,271.2889,1792.4731,343.4391,301.4561,270.847,312.881,259.5864,233.2493,294.6346,1208.0028,233.0425,277.6091,CD20+
88038,1563.4,4981.6,8376.8008,1760.3237,357.185,441.0694,649.0896,299.3988,480.8353,384.6185,295.8179,277.1676,373.7486,265.3353,613.7572,306.5,445.6387,432.4827,288.2514,Others
88039,1630.4,4980.3,13072.1406,1377.5887,394.9813,388.514,528.9252,279.5047,2148.0374,420.0093,289.1122,275.1028,303.6823,269.6262,240.6168,296.3365,1119.5421,238.6636,266.6823,CD20+
88040,1756.3,4982.3,8919.6357,1718.267,365.0512,587.4406,529.0219,297.1462,2715.7405,497.5009,310.8519,283.7258,383.6801,255.2742,240.8885,308.2797,1337.8391,229.585,275.1298,CD20+
88043,1529.7,4981.8,3104.3105,1191.3704,311.3761,362.3048,521.6752,254.9886,426.2165,551.1225,293.5926,321.9772,323.1909,242.4929,246.1083,293.7692,961.0912,240.6724,344.1681,Others
88044,1778.3,4982.6,14049.9766,1527.0951,352.5137,384.5285,509.4017,281.8879,2739.019,349.2178,302.8224,266.0719,311.8562,262.6046,242.7104,290.6554,1463.9451,230.1966,273.1163,CD20+
88048,1690.6,4982.3,14143.2207,1618.8281,359.8246,390.821,550.5789,289.186,2834.0352,367.9825,304.6842,273.8947,314.7755,254.3719,241.5649,311.4211,1487.6105,229.807,279.179,CD20+
88049,1699.6,4982.3,10388.0039,1754.2129,354.9518,1060.8353,564.9438,295.0,2078.2771,416.9197,319.0402,323.3494,380.8313,253.7349,237.1165,304.0402,1469.1285,232.6064,270.9478,Ki-67+CD20+
88050,1794.3,4981.6,10747.1611,1629.3165,348.1055,402.3266,518.3719,281.8392,1516.995,657.2664,306.5377,252.7739,342.3317,272.0854,240.1357,350.0503,2005.5729,227.0653,270.2111,CD20+
88051,1814.6,4981.3,14586.4111,1486.3502,357.3232,419.165,493.532,270.9326,1967.4242,361.7239,291.8317,247.5758,319.9427,247.1549,238.9562,289.8014,1191.8282,222.7273,285.6801,CD20+
88052,1847.8,4982.6,12436.1611,1707.8081,371.4197,407.3381,540.7794,285.0551,3113.5996,343.8705,315.6954,277.9664,305.1895,261.7218,237.4029,285.9928,1950.5443,219.9089,283.976,CD20+
88053,1853.9,4981.8,11186.7471,1457.2037,356.9815,388.9815,500.9506,270.6667,2386.7715,321.4815,300.142,296.9753,280.2963,260.2284,237.284,287.037,1365.7284,220.8025,262.858,CD20+
88055,1594.4,4982.8,7175.2676,2334.2734,384.8203,520.2103,749.3958,316.7476,595.8011,418.3882,336.8891,296.4379,424.3977,289.3843,985.8661,328.7706,310.4914,561.6826,287.0115,Others
88056,1637.9,4982.3,14086.5967,1440.165,349.9709,381.6747,539.4709,272.3544,2428.8398,657.1747,310.9951,271.9951,298.6068,251.3301,242.6748,293.5291,1838.4271,234.9466,264.6893,CD20+
88057,1882.2,4983.0,10532.1924,1416.0033,367.7622,392.6906,457.9348,273.3844,2162.5928,354.6287,307.0847,260.2215,290.0684,251.6515,248.3876,281.9902,1649.583,222.1531,292.2736,CD20+
88060,1710.6,4982.1,15541.7627,1387.6337,350.4802,366.5644,512.1436,279.1634,3039.5198,323.5297,295.5,246.3267,292.5792,251.1436,239.0842,289.6782,1304.6188,233.7327,276.5099,CD20+
88061,1929.0,4982.3,9250.3818,1250.5605,345.2102,379.4204,415.0446,261.0382,1823.7961,380.8471,289.1847,253.4395,314.0764,302.0637,239.8344,276.2611,1018.1911,228.9172,273.1783,CD20+
88063,1518.1,4983.0,11422.415,1268.7637,362.9914,372.1873,535.8502,285.196,1092.1355,869.2795,317.9568,277.0403,330.8127,257.5504,251.8934,307.5389,1336.049,238.4006,267.098,CD20+ CD4+
88064,1602.9,4984.2,8849.6074,1577.6134,368.9651,453.7645,734.6599,293.3779,547.8663,464.6192,286.3256,282.3663,343.0901,251.7093,396.6366,280.7093,438.1395,317.7529,278.6221,Others
88065,1833.8,4982.9,18539.293,1353.1578,343.9825,368.6959,493.462,251.0117,1800.0936,731.6024,290.7661,244.0117,290.9006,267.076,235.7719,349.1988,1273.7076,222.924,283.1638,CD20+ CD4+
88066,1919.9,4982.7,16238.6631,1156.7754,363.754,364.3636,418.2567,264.7273,1781.0267,627.0695,276.7647,246.9091,304.6203,256.2032,247.1711,324.0161,1643.3315,231.7807,289.1176,CD20+
88067,1549.6,4983.9,6780.02,1499.274,379.2591,382.691,562.0033,800.4003,706.3057,950.0033,297.0831,514.9485,389.1246,258.4468,253.4269,313.3455,2108.1694,234.9053,268.8505,CD163+ CD4+
88068,1633.0,4983.6,15271.8135,1417.5045,383.2,376.2409,536.3546,271.0636,2388.5181,537.5455,298.2091,250.8,323.1,266.9682,251.0,295.6727,1350.6409,238.6,265.9909,CD20+
88069,1762.4,4983.4,12116.1914,1575.8405,339.6383,472.1649,515.0532,285.1117,2609.6863,333.2925,297.9362,255.8989,319.4681,249.9255,244.3032,296.0053,1048.8138,229.0479,278.0585,CD20+
88070,1900.9,4983.3,14647.2334,1338.8317,378.9931,391.811,451.2543,272.2646,1892.78,335.3677,287.7766,277.2062,315.6907,253.7182,244.1031,278.6117,1336.4777,230.6976,275.9003,CD20+
88071,1913.8,4983.2,10827.0674,1483.3136,385.7542,381.8941,454.8263,280.7458,3087.1018,496.3474,304.9364,286.6271,316.5042,251.3771,243.3475,327.8644,2674.7712,215.4788,285.6822,CD20+
88072,1512.0,4983.7,5638.2212,1348.9977,357.2369,378.9317,558.2209,294.7904,458.2597,844.4055,288.1025,280.8155,342.2301,258.1549,250.2415,279.9499,1031.6515,244.5672,320.7791,CD4+
88073,1670.6,4983.2,14132.8359,1550.8323,361.2895,398.898,543.7566,283.6875,1819.0427,378.4309,538.398,313.4507,322.2664,247.4572,236.8947,294.7204,1414.1514,231.2566,273.3684,CD20+
88074,1524.9,4986.2,5794.564,1260.6403,327.6368,675.2669,531.4443,284.6149,1320.7297,517.7382,292.978,286.8919,322.821,252.9409,246.9561,292.2415,987.8784,246.5085,269.6419,CD20+
88075,1608.7,4986.2,12722.2988,1456.5869,351.131,457.8661,585.1595,278.4786,848.4672,451.1054,289.5727,284.8633,336.1567,247.4473,263.114,312.792,911.8091,253.5641,270.0313,Others
88076,1707.9,4984.7,11233.7686,1670.9943,351.4335,392.2543,551.6532,301.3584,6113.6592,324.5376,311.6127,318.7861,286.7052,265.5723,249.4393,302.2948,1836.5839,222.0751,284.4277,CD20+
88077,1828.7,4983.6,16733.8047,1432.1676,350.4302,382.2291,494.4637,264.6313,1776.3129,626.2737,302.1899,243.7765,307.9553,261.2961,238.162,390.4078,1423.5084,227.0614,271.9162,CD20+
88078,1840.5,4985.1,14007.1006,1610.5398,359.666,396.4893,531.1534,275.5961,2179.0,403.0854,310.4621,266.9029,298.2816,265.3476,236.2563,298.299,1387.3981,229.299,285.2155,CD20+
88079,1924.2,4984.9,8034.9751,1448.7438,357.4628,374.8595,453.0165,293.5579,3485.6653,619.595,312.1488,298.9339,333.124,258.0083,244.905,308.3967,2314.1653,207.5826,283.5413,CD20+
88080,1740.4,4985.9,12605.1133,1628.007,359.5638,405.5104,527.1183,288.2691,2766.5847,353.4176,319.5406,271.5592,311.7726,253.2947,242.9188,292.0162,1617.0974,224.6589,275.7633,CD20+
88081,1877.3,4984.1,14240.6592,1252.6895,361.5682,390.9091,444.4167,266.8636,902.0151,340.7273,287.4621,252.5227,295.2197,242.5303,240.3561,271.2121,875.1515,227.6742,279.2349,Others
88083,1576.1,4989.5,1987.3732,2721.4622,378.6956,544.1939,819.6663,346.2311,618.0372,422.4735,379.9042,348.4025,467.3033,276.9369,917.5468,343.31,314.7621,1221.2018,249.2007,Others
88084,1619.8,4985.1,8030.6421,1711.7568,358.4725,558.7982,568.6331,301.0596,1677.6376,458.4358,328.1651,310.211,340.8853,263.1606,254.8394,336.4771,1480.8854,236.6651,316.6147,CD20+
88085,1660.4,4985.5,9556.8701,1680.9229,362.2778,415.2006,602.4413,290.5031,3129.7439,468.537,312.1729,290.0525,318.1234,256.8333,246.7623,313.4413,1640.9661,226.5741,277.4938,CD20+
88086,1679.8,4984.6,18149.1641,1547.2554,384.8032,385.1117,565.3298,289.9255,2131.968,336.3351,292.0904,264.5372,300.4308,256.2234,249.3564,289.0425,1286.9468,238.8032,263.6277,CD20+
88087,1716.7,4987.8,9862.9014,1555.4578,345.0181,391.4441,521.7462,277.7311,2581.8943,355.0091,300.8701,261.7568,305.6767,266.6314,243.2206,291.8082,1819.6375,221.79,273.9124,CD20+
88088,1727.4,4986.8,12692.1084,1520.8191,348.6974,392.4507,525.6645,280.6349,2986.3586,347.0559,308.1414,273.0592,306.7697,258.7368,236.5066,319.8421,1459.875,231.4342,260.852,CD20+
88089,1791.1,4989.1,11898.4443,1636.0569,360.7309,395.1554,530.2473,280.5273,2499.2954,410.6149,315.3654,259.9344,317.1641,262.6411,241.2691,312.7243,1629.3391,229.7965,262.8556,CD20+
88090,1803.1,4987.1,14458.1855,1613.0796,369.464,402.464,529.0261,274.147,2269.8179,459.8116,305.0138,254.7029,312.6309,260.4502,237.3813,368.5268,1726.3921,225.2175,276.7044,CD20+
88091,1867.8,4984.6,16337.7773,1309.918,377.0781,402.4609,452.918,256.4062,1424.6797,665.9766,289.1094,267.8477,316.1367,259.3047,241.082,301.9609,1122.9492,226.3867,274.2695,CD20+
88092,1614.4,4986.0,7873.0132,1526.8436,345.5407,416.0619,541.7817,283.4365,1605.2638,520.0619,295.772,346.2215,328.0,261.5961,247.9088,318.5733,1459.1335,243.7231,326.0586,CD20+
88093,1734.2,4985.2,15267.2676,1429.75,330.407,385.1221,521.1512,262.8779,1268.3779,544.1512,282.1628,267.0698,318.7384,247.907,245.8256,337.5814,1307.2675,229.3605,280.1221,CD20+
88094,1747.4,4985.1,10784.1494,1484.1947,347.5627,395.0427,515.5093,269.776,1934.3174,364.0427,296.24,262.2907,329.576,251.032,240.9627,287.0987,1126.696,228.7787,279.64,CD20+
88097,1568.7,4985.3,4636.8384,2351.8318,368.4337,498.0874,741.7249,311.5955,547.7573,389.7993,407.2913,317.8285,443.4693,269.9126,899.8156,340.1327,322.2686,759.0874,294.3722,Others
88098,1642.8,4986.3,12464.123,1485.0172,349.3639,385.8596,545.9055,274.7421,2773.636,411.8797,300.4097,274.0258,299.5301,250.4327,241.0573,300.7335,1745.1978,236.6705,272.2665,CD20+
88099,1795.6,4986.6,13124.6172,1523.6615,340.5737,397.4828,511.9906,264.1003,1787.0627,390.4796,289.2038,249.2038,306.279,259.7837,240.2727,298.6489,1306.5454,229.9436,278.0031,CD20+
88100,1810.0,4987.0,13340.9619,1701.4913,361.0415,415.6609,532.4844,282.3564,2168.5918,452.2595,304.3564,263.1523,330.4325,261.7094,235.7439,352.4291,1521.8616,228.6713,279.8131,CD20+
88103,1648.2,4984.7,9512.4014,1622.0897,344.0684,417.9915,561.6624,277.1367,3468.812,372.265,309.4316,310.2308,318.6837,244.1838,252.5983,318.5171,1409.0171,242.3718,271.0128,CD20+
88104,1702.6,4985.0,8231.3135,1897.6567,362.8806,561.9254,572.7761,303.0298,3189.4031,352.2239,341.7314,288.0895,310.791,261.2239,239.5224,323.2239,2232.0,217.7761,265.8657,CD20+
88105,1785.2,4985.9,16376.3389,1441.0919,343.8132,393.0948,516.319,267.4799,1466.3247,326.1839,290.6925,252.2988,297.9224,258.6465,241.8017,285.6868,1002.2672,231.204,276.4742,CD20+
88106,1822.6,4986.6,16060.9502,1532.9514,358.5829,403.8442,514.938,278.0234,2142.1006,350.6114,296.1457,245.7688,303.1843,256.7236,240.8911,285.6164,1204.7822,224.7404,272.1189,CD20+
88108,1685.8,4987.6,10183.4307,1769.4606,356.7667,431.9636,581.6212,291.6818,2814.0728,367.8818,327.7,298.3303,351.1091,256.6151,237.8636,291.3424,1461.8485,232.9727,270.0788,CD20+
88109,1814.6,4986.3,17344.9238,1530.2471,363.7052,410.1474,522.3148,275.8805,1608.016,350.3466,295.5259,257.0956,301.0239,254.8207,239.7251,285.4502,1041.2988,231.4382,278.745,CD20+
88110,1562.1,4987.7,5504.5547,1846.3048,360.2654,493.8246,685.3575,294.9145,498.7039,394.3925,631.9013,281.5307,426.8048,268.8421,620.8882,309.5504,576.9627,403.864,287.5768,Others
88111,1698.0,4986.7,12638.7988,1565.0256,362.7289,400.8571,532.5458,288.0843,2481.0256,402.5678,300.011,306.8388,334.9194,249.011,232.0952,303.6667,1684.0403,228.4542,268.3187,CD20+
88112,1723.0,4987.0,15167.5537,1317.6396,342.1487,382.6802,482.482,267.9234,1687.428,345.8694,290.3919,253.1622,300.1351,260.8288,244.018,266.6937,1131.9595,241.2117,259.4775,CD20+
88113,1907.6,4986.2,14484.2666,1366.7167,378.15,388.09,445.8833,279.16,1665.2234,343.52,293.74,263.7367,314.9567,252.1267,245.5,284.39,1436.2733,227.3933,286.4967,CD20+
88114,1928.4,4987.2,9678.1309,1438.4022,365.3152,382.0978,458.5,283.9783,2946.4077,505.1522,299.3098,275.8533,315.6196,254.7772,240.75,280.1631,1313.451,236.962,279.6794,CD20+
88116,1753.6,4987.1,13328.2842,1577.9689,351.6644,387.1869,537.5744,282.1661,2457.699,459.8408,295.0934,286.2906,350.6713,247.5502,237.9689,313.7751,1523.9204,236.9758,263.5467,CD20+
88117,1830.6,4988.7,15359.8066,1570.1171,352.2464,392.0575,521.2896,276.5072,2010.5482,541.7639,302.1766,258.6797,303.0513,272.0411,239.3655,309.8193,1534.2423,225.1663,271.2711,CD20+
88118,1948.3,4988.5,16785.2012,1365.8496,382.8849,386.1615,451.9823,285.1328,2773.938,873.3894,307.2257,257.6084,314.9425,435.2168,241.0642,287.0641,2126.0664,218.2566,274.8916,CD20+ CD4+
88119,1636.9,4988.7,11336.2188,1490.6165,339.5435,373.5271,525.9012,281.3765,2356.0046,742.2471,305.2447,291.6424,329.9106,584.0447,246.9529,322.1929,2146.134,229.4071,271.2282,Others
88120,1705.2,4988.3,11639.1182,1515.1221,350.6378,384.6024,527.1811,285.5315,3394.7913,366.1496,309.4606,283.2362,295.6181,254.1535,234.3583,311.6299,2120.9763,220.878,246.3228,CD20+
88121,1850.3,4987.9,15240.5762,1509.5626,374.9276,396.2423,517.8412,268.2591,1927.1782,358.8579,300.3788,497.663,315.4485,274.0139,239.1059,287.4847,1548.4652,220.4624,278.1448,CD20+
88122,1915.6,4987.9,14054.542,1381.9041,373.3777,387.0836,441.2941,275.9226,2731.1331,405.2012,309.9938,271.0031,301.5139,264.6595,248.3622,284.3003,1958.3096,226.6904,286.6471,CD20+
88123,1593.2,4988.7,5895.6055,2573.5896,377.6077,547.2018,802.8141,325.9138,609.7619,432.9274,350.1383,330.6599,426.6803,284.6372,966.4603,332.8095,311.9592,700.0726,260.4331,Others
88124,1692.3,4988.6,13123.1465,1558.9269,352.2737,400.0948,542.8428,291.8537,2486.9756,394.4878,303.2385,311.2981,330.4634,252.1192,243.8889,288.645,1342.317,227.7642,264.9187,CD20+
88125,1873.4,4987.1,17351.0332,1291.7046,387.9432,415.1761,452.8864,264.8921,1176.1761,497.0625,292.2557,259.0398,310.4829,257.3579,246.4318,291.5454,1155.8693,233.6136,282.2216,CD20+
88128,1505.4,4989.4,3829.8423,2097.3923,401.5222,496.3645,673.2266,692.2824,629.7357,623.2134,319.7258,731.3958,442.1313,264.8473,258.9934,310.0345,744.5599,266.248,358.179,CD68+
88129,1673.6,4988.2,13117.3584,1701.5582,379.0895,422.8985,577.8716,292.2716,2012.5851,419.7642,313.8657,289.6478,341.6687,250.1821,234.8149,293.7194,1489.5164,235.4776,261.9552,CD20+
88130,1763.4,4987.8,15350.5176,1437.326,337.0,364.6348,516.6087,276.1,2527.9304,355.0,296.0652,247.9304,314.9044,259.1956,238.1696,308.7739,1466.387,242.4391,263.6391,CD20+
88131,1862.8,4988.3,17085.0918,1366.8319,363.3647,393.8177,474.9658,252.5014,1048.5927,786.4986,299.4501,268.5555,319.1453,264.5783,241.1937,310.1282,1534.6183,214.396,279.4359,CD20+ CD4+
88132,1883.7,4988.8,16519.873,1272.877,400.7817,389.4524,448.3571,262.3968,1465.0476,315.2857,431.496,256.877,301.996,253.9286,240.0476,284.0794,1485.2222,226.7024,278.7103,CD20+
88134,1629.9,4989.4,11993.957,1476.1226,354.7493,410.5812,535.8575,302.7778,2832.0884,410.547,306.8803,582.2792,316.4046,261.7493,245.2194,298.2735,1277.5442,241.4074,311.4501,Others
88135,1893.8,4989.0,13808.4434,1299.9308,364.5157,370.0094,433.3522,270.8522,1755.4559,366.6698,368.0251,250.7547,298.588,259.3239,249.066,271.9874,1201.2043,231.0377,285.0472,CD20+
88137,1599.3,4990.0,9476.3965,2670.4875,408.277,586.4515,852.1468,332.1302,651.1496,444.4764,351.5679,317.903,435.4792,306.0388,1113.1218,330.2244,326.3823,660.5457,278.0471,Others
88138,1877.5,4990.3,12166.0186,1468.9817,385.5561,412.0732,468.1968,284.4531,1638.2014,576.6796,310.3867,289.0183,310.0687,270.5904,245.0892,293.6407,1975.5103,226.4417,287.1533,CD20+
88140,1542.9,4989.5,5826.4146,1581.0291,410.5349,390.0678,588.6221,287.3566,544.0872,622.2655,302.7597,316.9651,339.5911,257.1046,256.9903,302.2946,1201.4438,252.9302,280.188,Others
88141,1649.6,4989.3,11351.0645,1550.6715,350.0587,601.871,565.0,282.827,2060.6599,374.9296,307.7654,294.4252,326.305,256.6334,248.9472,328.4604,1206.8593,242.5777,269.6393,CD20+
88142,1655.5,4989.3,11807.6836,1452.5483,352.0097,447.3516,551.0452,275.6968,1833.0194,577.7903,296.5387,278.8645,343.5774,269.4774,250.7452,412.4097,1363.6259,237.1258,273.4742,CD20+
88143,1733.0,4990.6,9433.667,1668.6954,352.523,491.6667,524.5345,284.4081,3055.2441,364.2557,309.1178,277.8736,307.3103,265.3477,241.7931,304.2299,1812.1523,219.2586,272.5977,CD20+
88144,1888.7,4990.7,14379.2881,1338.5135,415.8587,399.0081,449.4348,267.2419,2141.2881,330.0924,1296.3451,258.2119,309.5081,248.8505,241.3234,297.4674,1919.7772,229.3804,290.0978,Others
88145,1901.3,4989.5,11174.3916,1321.6108,364.3703,380.0543,430.4717,271.3396,1720.776,437.2878,288.7618,263.5731,301.0472,256.0943,242.8443,290.9505,1315.5048,226.4458,283.1533,CD20+
88146,1920.3,4989.5,14583.7354,1214.879,350.614,366.5861,415.307,264.8977,1818.5162,651.8837,292.1302,258.9907,309.4512,265.1395,245.8512,309.1395,1592.0233,233.4465,276.7721,CD20+
88148,1519.9,4990.0,12944.3779,1242.5619,355.0937,376.3913,533.7358,330.2943,1796.9064,527.5184,299.1104,297.1906,319.6622,271.6756,244.7793,305.8896,1584.7124,238.01,274.9966,CD20+
88149,1535.9,4992.1,6811.8291,1312.2202,337.5499,384.8632,536.9904,280.2517,459.223,615.528,282.6525,479.6676,333.4405,255.5103,253.751,303.9918,1040.9508,264.9658,302.7196,Others
88150,1664.2,4990.3,8441.0537,1839.8906,372.1298,442.7939,592.8091,323.0662,2689.9058,616.2494,326.7557,474.2036,343.2596,253.2494,240.5216,321.4046,1586.0254,228.5827,276.4071,CD20+
88151,1680.8,4990.1,14207.04,1511.4108,357.3343,407.0878,549.7479,273.4901,2451.085,486.83,306.5609,274.0963,334.7281,260.2833,241.5354,285.1275,1601.524,226.0085,277.3853,CD20+
88153,1771.1,4989.1,13158.2764,1547.7909,343.9088,389.3459,523.1662,278.0536,2685.1797,338.5147,303.9437,288.3941,299.8257,257.2038,239.8445,296.571,1232.4209,224.0349,275.3217,CD20+
88155,1620.9,4990.2,9659.1748,1528.5695,347.3,927.1639,548.5583,283.1833,1319.25,455.375,304.7028,353.6889,330.1833,272.1861,259.4445,299.1056,1048.9611,243.9972,283.7444,Ki-67+CD20+
88156,1780.5,4991.0,14699.1201,1430.0692,341.8718,381.9641,511.7103,271.6461,1366.3667,358.2154,287.9308,264.2205,296.3462,309.218,234.5769,304.6487,923.0179,226.3359,269.6231,CD20+
88157,1816.8,4990.8,16237.3379,1578.9122,366.7061,400.1184,538.5263,277.3816,2128.3115,336.2544,296.0044,243.9123,297.6667,248.1184,238.7456,298.057,1293.8422,226.1404,272.886,CD20+
88158,1869.2,4989.7,13072.2441,1519.9521,404.2871,420.5263,500.7703,271.0,1858.3014,505.4498,309.9665,391.4354,342.5837,256.2297,243.201,289.3636,1325.9617,227.7368,288.6603,CD20+
88160,1710.6,4989.7,12579.582,1440.6208,347.5714,422.8517,513.1539,282.7143,3042.4614,346.0659,306.0549,260.4176,298.8846,253.8297,239.1154,295.1429,1260.2528,234.4011,276.9286,CD20+
88161,1909.7,4990.7,15519.5664,1247.9313,369.0215,380.6438,424.0172,273.9013,1829.03,403.9871,293.382,251.7296,307.7382,260.7725,239.9914,282.2361,1937.3992,223.4163,289.6524,CD20+
88162,1605.5,4991.7,9513.415,1727.8821,375.2051,476.5128,817.6513,296.7128,678.6205,475.7385,296.0769,393.6154,317.8923,258.7641,373.5795,283.7487,480.2769,353.3744,280.2205,Others
88163,1669.4,4990.5,12858.0361,1616.5,374.4949,415.9388,559.1224,295.6837,1742.3368,604.2296,322.9898,349.7704,333.4898,261.0051,243.6888,293.8521,1668.4438,239.0714,265.9082,CD20+
88164,1741.0,4991.0,14245.1396,1542.4884,361.4139,395.614,541.0558,276.3907,2093.1582,339.8977,296.107,269.107,301.4,255.2605,239.2465,294.4884,1171.0791,231.4326,282.3907,CD20+
88165,1746.7,4992.7,11998.5654,1570.1965,359.5153,389.4454,530.6266,282.3996,3004.2292,342.6201,312.8581,274.5306,300.6375,253.214,238.6703,295.8974,1740.441,220.1354,278.1856,CD20+
88166,1759.6,4992.5,13134.0215,1551.9672,350.9605,382.8355,522.2632,273.6404,2304.7654,809.7982,320.2259,279.614,302.6667,258.4452,232.4211,374.8947,2296.6074,217.5965,267.8333,CD20+ CD4+
88167,1775.2,4992.3,13469.3203,1601.6213,354.89,392.1392,532.7281,276.6214,2317.5857,382.1133,305.8317,285.5469,318.0129,262.5858,237.0906,335.5307,1474.3722,227.0129,265.6667,CD20+
